query_type,case_id,query,predicted,expected,exact_match,missing,extra,error
2u,66,"((4085, (244,)), (16141, (2886,)), ('u',))","[858, 1129, 1876, 6520, 7697, 7759, 9368, 10028, 10434, 10764, 11342, 14416, 20259, 23149, 33072, 72606]","[858, 1129, 1876, 6520, 7697, 7759, 9368, 10028, 10434, 10764, 11342, 14416, 20259, 23149, 33072, 72606]",True,[],[],
2u,67,"((8985, (478,)), (5078, (515,)), ('u',))","[451, 2028, 2484, 4711, 9675, 15250, 27566, 28370]","[451, 2028, 2484, 4711, 9675, 15250, 27566, 28370]",True,[],[],
2u,68,"((5488, (62,)), (10771, (62,)), ('u',))",[48843],[48843],True,[],[],
2u,69,"((8613, (893,)), (13261, (893,)), ('u',))","[12839, 52459, 63215]","[12839, 52459, 63215]",True,[],[],
2u,70,"((10209, (1053,)), (3023, (962,)), ('u',))",[61412],[61412],True,[],[],
2u,71,"((597, (379,)), (4198, (103,)), ('u',))",[19655],[19655],True,[],[],
2u,72,"((5447, (125,)), (5447, (44,)), ('u',))",[12890],[12890],True,[],[],
2u,73,"((5444, (181,)), (15682, (8046,)), ('u',))",[54578],[54578],True,[],[],
2u,74,"((19024, (1008,)), (19024, (3283,)), ('u',))","[19025, 45230, 59689]","[19025, 45230, 59689]",True,[],[],
2u,75,"((13915, (3057,)), (3417, (3467,)), ('u',))","[17356, 17977, 20256, 21083, 31005, 45714, 48040, 56356, 57400, 66590, 77377, 81030]","[17356, 17977, 20256, 21083, 31005, 45714, 48040, 56356, 57400, 66590, 77377, 81030]",True,[],[],
2u,76,"((27258, (112,)), (5529, (112,)), ('u',))",[34423],[34423],True,[],[],
2u,77,"((592, (2576,)), (7681, (1420,)), ('u',))",[14048],[14048],True,[],[],
2u,78,"((3902, (1323,)), (10587, (1323,)), ('u',))","[62241, 64580, 80438, 82593]","[62241, 64580, 80438, 82593]",True,[],[],
2u,79,"((36967, (150,)), (12460, (21,)), ('u',))","[2, 6194, 59035, 60770]","[2, 6194, 59035, 60770]",True,[],[],
2u,80,"((2126, (726,)), (9254, (8585,)), ('u',))",[176],[176],True,[],[],
2u,81,"((16520, (170,)), (10826, (170,)), ('u',))",[5905],[5905],True,[],[],
2u,82,"((5546, (472,)), (3327, (3956,)), ('u',))",[23362],[23362],True,[],[],
2u,83,"((19997, (62,)), (11126, (168,)), ('u',))",[18765],[18765],True,[],[],
2u,84,"((2330, (368,)), (2642, (368,)), ('u',))",[23153],[23153],True,[],[],
2u,85,"((1937, (211,)), (7219, (1225,)), ('u',))","[4435, 8178, 20279]","[4435, 8178, 20279]",True,[],[],
2u,86,"((1003, (159,)), (10177, (3304,)), ('u',))",[11759],[11759],True,[],[],
2u,87,"((1708, (1362,)), (1453, (81,)), ('u',))","[75, 182, 426, 858, 1388, 1420, 1454, 2616, 5542, 6349, 6507, 6520, 8466, 8651, 9368, 9805, 10225, 12470, 13062, 16088, 17488, 18276, 18674, 20294, 25492, 25788, 28372, 31234, 31287, 33293, 44195, 47043]","[75, 182, 426, 858, 1388, 1420, 1454, 2616, 5542, 6349, 6507, 6520, 8466, 8651, 9368, 9805, 10225, 12470, 13062, 16088, 17488, 18276, 18674, 20294, 25492, 25788, 28372, 31234, 31287, 33293, 44195, 47043]",True,[],[],
2u,88,"((368, (368,)), (11126, (10,)), ('u',))",[52136],[52136],True,[],[],
2u,89,"((36738, (431,)), (36738, (1974,)), ('u',))",[36739],[36739],True,[],[],
2u,90,"((17717, (21,)), (10453, (348,)), ('u',))","[2940, 3693, 11958, 16879, 20175, 20286, 20375, 22148, 22329, 22846, 24026, 34163, 42442, 45534, 46434, 47172, 47199, 51225, 52418, 52462, 57641, 64010, 70020, 70427, 72718, 76802, 77082, 77447, 80604, 81329, 81597, 84037]","[2940, 3693, 11958, 16879, 20175, 20286, 20375, 22148, 22329, 22846, 24026, 34163, 42442, 45534, 46434, 47172, 47199, 51225, 52418, 52462, 57641, 64010, 70020, 70427, 72718, 76802, 77082, 77447, 80604, 81329, 81597, 84037]",True,[],[],
2u,91,"((6104, (521,)), (18722, (450,)), ('u',))",[8733],[8733],True,[],[],
2u,92,"((7940, (25,)), (4585, (684,)), ('u',))","[18210, 33934, 55533]","[18210, 33934, 55533]",True,[],[],
2u,93,"((10186, (4,)), (6729, (4,)), ('u',))",[25618],[25618],True,[],[],
2u,94,"((6480, (0,)), (3052, (0,)), ('u',))","[33907, 55689, 68111]","[33907, 55689, 68111]",True,[],[],
2u,95,"((5278, (437,)), (788, (437,)), ('u',))",[52111],[52111],True,[],[],
2u,96,"((9946, (858,)), (1111, (244,)), ('u',))","[9947, 33432]","[9947, 33432]",True,[],[],
2u,97,"((4957, (497,)), (2441, (479,)), ('u',))",[4958],[4958],True,[],[],
2u,98,"((11197, (433,)), (13986, (2607,)), ('u',))","[3333, 9252, 43355, 46187]","[3333, 9252, 43355, 46187]",True,[],[],
2u,99,"((5291, (137,)), (5209, (974,)), ('u',))","[2482, 46910]","[2482, 46910]",True,[],[],
2u,100,"((11140, (4473,)), (4021, (683,)), ('u',))","[1277, 6613, 29981, 33946, 52057, 76199, 79909, 84772]","[1277, 6613, 29981, 33946, 52057, 76199, 79909, 84772]",True,[],[],
2u,101,"((843, (293,)), (8260, (821,)), ('u',))","[844, 1691, 5075, 8261, 25781, 63065]","[844, 1691, 5075, 8261, 25781, 63065]",True,[],[],
2u,102,"((3177, (1004,)), (8543, (1687,)), ('u',))","[8544, 28855, 35588, 45146]","[8544, 28855, 35588, 45146]",True,[],[],
2u,103,"((3763, (119,)), (4054, (119,)), ('u',))",[10383],[10383],True,[],[],
2u,104,"((28, (153,)), (16511, (153,)), ('u',))","[2037, 3787, 9052, 9674, 11486, 11547, 16473, 22264, 27065, 29563, 30668, 30692, 34074, 43335, 47887, 49271, 57992, 60562, 61573, 71240, 78323, 83848]","[2037, 3787, 9052, 9674, 11486, 11547, 16473, 22264, 27065, 29563, 30668, 30692, 34074, 43335, 47887, 49271, 57992, 60562, 61573, 71240, 78323, 83848]",True,[],[],
2u,105,"((10453, (348,)), (4103, (348,)), ('u',))","[2940, 3693, 11958, 16879, 20175, 20286, 20375, 22148, 22329, 22846, 24026, 45534, 46434, 47172, 51225, 52418, 52462, 57641, 70020, 70427, 72718, 76802, 80604, 81329, 81597, 84037]","[2940, 3693, 11958, 16879, 20175, 20286, 20375, 22148, 22329, 22846, 24026, 45534, 46434, 47172, 51225, 52418, 52462, 57641, 70020, 70427, 72718, 76802, 80604, 81329, 81597, 84037]",True,[],[],
2u,106,"((7685, (225,)), (4706, (2459,)), ('u',))",[5967],[5967],True,[],[],
2u,107,"((7371, (861,)), (15419, (2780,)), ('u',))","[13617, 52525]","[13617, 52525]",True,[],[],
2u,108,"((8998, (191,)), (2770, (4698,)), ('u',))","[14216, 21914, 32089, 61298]","[14216, 21914, 32089, 61298]",True,[],[],
2u,109,"((23163, (337,)), (15166, (337,)), ('u',))",[49319],[49319],True,[],[],
2u,110,"((8623, (1899,)), (770, (1899,)), ('u',))",[44366],[44366],True,[],[],
2u,111,"((34, (1261,)), (34, (190,)), ('u',))",[15558],[15558],True,[],[],
2u,112,"((279, (607,)), (279, (6973,)), ('u',))","[34294, 50053]","[34294, 50053]",True,[],[],
2u,113,"((13261, (2088,)), (3411, (2088,)), ('u',))","[20126, 43716]","[20126, 43716]",True,[],[],
2u,114,"((1672, (209,)), (2599, (209,)), ('u',))","[586, 1077, 16801]","[586, 1077, 16801]",True,[],[],
2u,115,"((94, (112,)), (1899, (119,)), ('u',))",[35145],[35145],True,[],[],
2u,116,"((6410, (6,)), (1399, (389,)), ('u',))",[15527],[15527],True,[],[],
2u,117,"((2921, (239,)), (15063, (384,)), ('u',))",[4528],[4528],True,[],[],
2u,118,"((2301, (32,)), (7209, (1733,)), ('u',))","[1346, 4531, 24230]","[1346, 4531, 24230]",True,[],[],
2u,119,"((4585, (0,)), (990, (3887,)), ('u',))",[18394],[18394],True,[],[],
2u,120,"((5384, (228,)), (15172, (4066,)), ('u',))","[24678, 59344]","[24678, 59344]",True,[],[],
2u,121,"((2712, (4,)), (4046, (4,)), ('u',))",[27095],[27095],True,[],[],
2u,122,"((2385, (396,)), (2385, (550,)), ('u',))",[18079],[18079],True,[],[],
2u,123,"((11040, (6,)), (7929, (6,)), ('u',))","[7930, 11041, 14072]","[7930, 11041, 14072]",True,[],[],
2u,124,"((615, (221,)), (715, (221,)), ('u',))","[3043, 4205, 6364, 9072, 38450, 58384]","[3043, 4205, 6364, 9072, 38450, 58384]",True,[],[],
2u,125,"((11675, (51,)), (12656, (196,)), ('u',))",[21351],[21351],True,[],[],
2u,126,"((259, (1431,)), (5019, (537,)), ('u',))","[22868, 29076, 29625, 33473, 36965, 79232, 82546]","[22868, 29076, 29625, 33473, 36965, 79232, 82546]",True,[],[],
2u,127,"((4025, (5582,)), (3137, (5582,)), ('u',))",[37943],[37943],True,[],[],
2u,128,"((15525, (168,)), (3829, (112,)), ('u',))",[3482],[3482],True,[],[],
2u,129,"((3673, (3,)), (17739, (506,)), ('u',))","[7550, 8343]","[7550, 8343]",True,[],[],
2u,130,"((615, (3880,)), (715, (3880,)), ('u',))",[23311],[23311],True,[],[],
2u,131,"((6843, (190,)), (14966, (306,)), ('u',))",[14967],[14967],True,[],[],
2u,132,"((15448, (3291,)), (15448, (51,)), ('u',))","[10131, 25568]","[10131, 25568]",True,[],[],
2u,133,"((6976, (1652,)), (6976, (51,)), ('u',))",[8207],[8207],True,[],[],
2u,134,"((5630, (57,)), (47076, (196,)), ('u',))",[17069],[17069],True,[],[],
2u,135,"((2038, (8544,)), (2038, (516,)), ('u',))",[39741],[39741],True,[],[],
2u,136,"((6049, (46,)), (6049, (2990,)), ('u',))","[9647, 56241]","[9647, 56241]",True,[],[],
2u,137,"((4842, (54,)), (1084, (105,)), ('u',))","[8227, 9384, 10012, 10382, 16990, 29400, 41239, 47025, 50640, 58524, 69771]","[8227, 9384, 10012, 10382, 16990, 29400, 41239, 47025, 50640, 58524, 69771]",True,[],[],
2u,138,"((7038, (46,)), (9787, (46,)), ('u',))","[24154, 30029]","[24154, 30029]",True,[],[],
2u,139,"((2349, (2850,)), (3755, (23,)), ('u',))",[16867],[16867],True,[],[],
2u,140,"((18371, (2576,)), (10622, (1899,)), ('u',))",[30137],[30137],True,[],[],
2u,141,"((7459, (145,)), (7459, (468,)), ('u',))","[13152, 16061, 18125, 72542]","[13152, 16061, 18125, 72542]",True,[],[],
2u,142,"((780, (112,)), (4025, (15,)), ('u',))","[15180, 15561]","[15180, 15561]",True,[],[],
2u,143,"((10318, (178,)), (8655, (168,)), ('u',))",[8656],[8656],True,[],[],
2u,144,"((3642, (14,)), (3642, (102,)), ('u',))","[6227, 14684, 30151, 41422, 43852, 44267, 51162, 57460, 60386, 71750, 81294]","[6227, 14684, 30151, 41422, 43852, 44267, 51162, 57460, 60386, 71750, 81294]",True,[],[],
2u,145,"((3896, (2059,)), (443, (433,)), ('u',))","[10890, 12850, 16539, 26165, 38628]","[10890, 12850, 16539, 26165, 38628]",True,[],[],
2u,146,"((685, (2776,)), (11016, (51,)), ('u',))",[33474],[33474],True,[],[],
2u,147,"((581, (178,)), (8471, (178,)), ('u',))","[18351, 36811]","[18351, 36811]",True,[],[],
2u,148,"((163, (99,)), (163, (339,)), ('u',))",[19333],[19333],True,[],[],
2u,149,"((5560, (210,)), (16890, (51,)), ('u',))","[19576, 34893]","[19576, 34893]",True,[],[],
2u,150,"((6808, (7393,)), (11335, (1375,)), ('u',))",[11336],[11336],True,[],[],
3i,1,"((9609, (5284,)), (9609, (8375,)), (9609, (8498,)))",[35180],[35180],True,[],[],
3i,2,"((14996, (1790,)), (18309, (1856,)), (13178, (669,)))",[14997],[14997],True,[],[],
3i,3,"((3896, (107,)), (9214, (107,)), (16306, (107,)))",[14101],[14101],True,[],[],
3i,4,"((11597, (76,)), (3301, (829,)), (3301, (76,)))",[19250],[19250],True,[],[],
3i,5,"((13092, (198,)), (4994, (91,)), (388, (893,)))",[8229],[8229],True,[],[],
3i,6,"((6598, (688,)), (12435, (183,)), (15985, (1046,)))",[3346],[3346],True,[],[],
3i,7,"((9894, (58,)), (4096, (58,)), (1514, (58,)))",[16085],[16085],True,[],[],
3i,8,"((1391, (0,)), (13045, (46,)), (23779, (46,)))",[22108],[22108],True,[],[],
3i,9,"((11105, (497,)), (9243, (497,)), (698, (479,)))",[12879],[12879],True,[],[],
3i,10,"((6027, (62,)), (455, (62,)), (14228, (62,)))",[32631],[32631],True,[],[],
3i,11,"((7320, (167,)), (18649, (167,)), (3044, (167,)))","[931, 3045, 3772]","[931, 3045, 3772]",True,[],[],
3i,12,"((2361, (474,)), (5490, (35,)), (1548, (3,)))",[7662],[7662],True,[],[],
3i,13,"((10209, (368,)), (9400, (368,)), (6333, (43,)))",[36136],[36136],True,[],[],
3i,14,"((3546, (1436,)), (35992, (84,)), (12873, (769,)))",[5285],[5285],True,[],[],
3i,15,"((4733, (479,)), (3905, (1102,)), (1160, (864,)))",[3838],[3838],True,[],[],
3i,16,"((4578, (14,)), (8468, (102,)), (12, (940,)))",[13179],[13179],True,[],[],
3i,17,"((5699, (5447,)), (3845, (5447,)), (2591, (1231,)))",[5787],[5787],True,[],[],
3i,18,"((896, (21,)), (15048, (2062,)), (5734, (21,)))",[14688],[14688],True,[],[],
3i,19,"((364, (4474,)), (975, (407,)), (5425, (407,)))",[35757],[35757],True,[],[],
3i,20,"((4600, (683,)), (2065, (586,)), (5678, (887,)))",[17404],[17404],True,[],[],
3i,21,"((3017, (482,)), (14925, (482,)), (2820, (482,)))",[29976],[29976],True,[],[],
3i,22,"((8691, (243,)), (21647, (3598,)), (2988, (243,)))",[23490],[23490],True,[],[],
3i,23,"((4473, (157,)), (9028, (512,)), (5393, (6289,)))",[7346],[7346],True,[],[],
3i,24,"((903, (244,)), (3056, (5904,)), (7006, (248,)))",[13938],[13938],True,[],[],
3i,25,"((10234, (70,)), (522, (51,)), (7804, (2198,)))",[12827],[12827],True,[],[],
3i,26,"((19061, (69,)), (5365, (81,)), (3558, (165,)))",[5218],[5218],True,[],[],
3i,27,"((1849, (1262,)), (3187, (381,)), (10444, (1262,)))",[38121],[38121],True,[],[],
3i,28,"((14058, (325,)), (4837, (325,)), (14449, (325,)))",[18796],[18796],True,[],[],
3i,29,"((299, (550,)), (729, (335,)), (299, (189,)))",[16679],[16679],True,[],[],
3i,30,"((3372, (735,)), (9802, (51,)), (3372, (4173,)))",[3373],[3373],True,[],[],
3i,31,"((1743, (1040,)), (8300, (1557,)), (23165, (3239,)))",[34489],[34489],True,[],[],
3i,32,"((353, (288,)), (19672, (288,)), (3413, (1879,)))",[19673],[19673],True,[],[],
3i,33,"((14429, (1514,)), (22010, (178,)), (9076, (5609,)))",[1400],[1400],True,[],[],
3i,34,"((1727, (5265,)), (8197, (550,)), (5093, (624,)))",[2677],[2677],True,[],[],
3i,35,"((16836, (1204,)), (7559, (1204,)), (1451, (21,)))",[3070],[3070],True,[],[],
3i,36,"((6271, (181,)), (9594, (105,)), (2924, (1125,)))",[6483],[6483],True,[],[],
3i,37,"((6656, (151,)), (7209, (62,)), (601, (151,)))",[17447],[17447],True,[],[],
3i,38,"((11833, (121,)), (8613, (1003,)), (926, (239,)))",[8944],[8944],True,[],[],
3i,39,"((1844, (543,)), (66491, (8291,)), (3419, (175,)))",[1845],[1845],True,[],[],
3i,40,"((29096, (4569,)), (4718, (9515,)), (530, (99,)))",[531],[531],True,[],[],
3i,41,"((11516, (1095,)), (433, (57,)), (4255, (319,)))",[2713],[2713],True,[],[],
3i,42,"((6040, (36,)), (6268, (36,)), (21160, (6073,)))",[1087],[1087],True,[],[],
3i,43,"((13006, (79,)), (1451, (79,)), (5777, (79,)))","[41898, 52342]","[41898, 52342]",True,[],[],
3i,44,"((5989, (654,)), (5683, (4377,)), (6831, (1658,)))",[2377],[2377],True,[],[],
3i,45,"((2185, (137,)), (8010, (134,)), (4942, (1658,)))",[42111],[42111],True,[],[],
3i,46,"((1379, (210,)), (22414, (7743,)), (411, (1888,)))",[17727],[17727],True,[],[],
3i,47,"((22271, (2,)), (7655, (2,)), (2000, (2,)))","[5421, 17405]","[5421, 17405]",True,[],[],
3i,48,"((6598, (688,)), (3933, (408,)), (9873, (2108,)))",[7990],[7990],True,[],[],
3i,49,"((5569, (552,)), (2984, (432,)), (1017, (2651,)))",[50252],[50252],True,[],[],
3i,50,"((187, (82,)), (3253, (34,)), (4517, (82,)))",[188],[188],True,[],[],
3i,51,"((4369, (97,)), (1727, (97,)), (12240, (79,)))",[34158],[34158],True,[],[],
3i,52,"((1071, (649,)), (12972, (378,)), (289, (39,)))",[3980],[3980],True,[],[],
3i,53,"((520, (8854,)), (8881, (3285,)), (21309, (3697,)))",[5632],[5632],True,[],[],
3i,54,"((285, (731,)), (5707, (731,)), (5911, (731,)))",[36007],[36007],True,[],[],
3i,55,"((10325, (3,)), (21309, (29,)), (10703, (3,)))",[25617],[25617],True,[],[],
3i,56,"((3608, (31,)), (4911, (1329,)), (2150, (31,)))",[32103],[32103],True,[],[],
3i,57,"((2535, (220,)), (696, (175,)), (4749, (313,)))",[9693],[9693],True,[],[],
3i,58,"((6484, (2114,)), (9456, (2114,)), (5642, (497,)))",[10892],[10892],True,[],[],
3i,59,"((1548, (0,)), (2736, (46,)), (15448, (46,)))",[9647],[9647],True,[],[],
3i,60,"((4688, (69,)), (6168, (372,)), (14966, (372,)))",[9063],[9063],True,[],[],
3i,61,"((16063, (1073,)), (48030, (252,)), (3549, (252,)))",[1493],[1493],True,[],[],
3i,62,"((1498, (521,)), (30004, (1761,)), (7178, (206,)))",[15124],[15124],True,[],[],
3i,63,"((6523, (531,)), (6523, (139,)), (9887, (531,)))",[8988],[8988],True,[],[],
3i,64,"((14105, (291,)), (5791, (291,)), (3490, (291,)))",[16108],[16108],True,[],[],
3i,65,"((12961, (102,)), (1063, (102,)), (609, (102,)))","[9709, 17213, 18526, 20318, 28669, 30995]","[9709, 17213, 18526, 20318, 28669, 30995]",True,[],[],
3i,66,"((6261, (139,)), (6264, (59,)), (17261, (531,)))",[2149],[2149],True,[],[],
3i,67,"((3905, (6,)), (4570, (389,)), (42181, (401,)))",[14249],[14249],True,[],[],
3i,68,"((10108, (491,)), (33038, (1963,)), (287, (3863,)))",[7435],[7435],True,[],[],
3i,69,"((9434, (106,)), (3673, (491,)), (1714, (2340,)))",[1737],[1737],True,[],[],
3i,70,"((7413, (650,)), (8253, (219,)), (2622, (2459,)))",[26890],[26890],True,[],[],
3i,71,"((7849, (695,)), (4327, (1086,)), (4120, (1669,)))",[6171],[6171],True,[],[],
3i,72,"((15106, (249,)), (33800, (39,)), (10160, (39,)))",[10161],[10161],True,[],[],
3i,73,"((2207, (608,)), (15756, (569,)), (14090, (368,)))",[2208],[2208],True,[],[],
3i,74,"((10349, (2018,)), (685, (70,)), (4148, (57,)))",[686],[686],True,[],[],
3i,75,"((18060, (1092,)), (9551, (1092,)), (9599, (1092,)))",[9552],[9552],True,[],[],
3i,76,"((1866, (178,)), (13054, (178,)), (19984, (178,)))",[1867],[1867],True,[],[],
3i,77,"((36336, (191,)), (1931, (191,)), (3894, (191,)))",[6613],[6613],True,[],[],
3i,78,"((202, (39,)), (24332, (53,)), (5335, (249,)))",[79000],[79000],True,[],[],
3i,79,"((8676, (3763,)), (407, (4500,)), (10527, (7594,)))",[8677],[8677],True,[],[],
3i,80,"((425, (3789,)), (1797, (6104,)), (425, (4789,)))",[1798],[1798],True,[],[],
3i,81,"((977, (95,)), (7722, (95,)), (4480, (95,)))",[5988],[5988],True,[],[],
3i,82,"((1502, (69,)), (4873, (244,)), (2729, (862,)))",[16088],[16088],True,[],[],
3i,83,"((1826, (102,)), (2895, (102,)), (18436, (102,)))",[139],[139],True,[],[],
3i,84,"((2820, (974,)), (6552, (137,)), (3017, (137,)))",[810],[810],True,[],[],
3i,85,"((10747, (4183,)), (5284, (6039,)), (8028, (1021,)))",[11881],[11881],True,[],[],
3i,86,"((4146, (679,)), (226, (139,)), (4089, (139,)))",[42986],[42986],True,[],[],
3i,87,"((13475, (529,)), (214, (529,)), (14880, (529,)))",[11835],[11835],True,[],[],
3i,88,"((4797, (401,)), (4797, (6,)), (2988, (401,)))",[13680],[13680],True,[],[],
3i,89,"((19254, (1237,)), (11835, (119,)), (4858, (112,)))",[13016],[13016],True,[],[],
3i,90,"((3786, (162,)), (2921, (162,)), (4439, (162,)))",[986],[986],True,[],[],
3i,91,"((9111, (63,)), (12997, (63,)), (4992, (1338,)))",[28387],[28387],True,[],[],
3i,92,"((8960, (141,)), (7390, (141,)), (3190, (36,)))",[45425],[45425],True,[],[],
3i,93,"((14058, (325,)), (22687, (325,)), (1373, (325,)))",[18796],[18796],True,[],[],
3i,94,"((36, (2786,)), (15352, (744,)), (36, (2558,)))",[13907],[13907],True,[],[],
3i,95,"((18517, (177,)), (2176, (177,)), (193, (244,)))",[32223],[32223],True,[],[],
3i,96,"((12508, (51,)), (2605, (335,)), (1353, (335,)))",[30401],[30401],True,[],[],
3i,97,"((16882, (30,)), (508, (638,)), (3751, (766,)))",[9911],[9911],True,[],[],
3i,98,"((5458, (219,)), (92, (456,)), (10883, (219,)))",[5459],[5459],True,[],[],
3i,99,"((4967, (654,)), (2622, (2937,)), (1939, (552,)))",[16571],[16571],True,[],[],
3i,100,"((50, (260,)), (2055, (1307,)), (8216, (3449,)))",[13013],[13013],True,[],[],
3i,101,"((4731, (3107,)), (637, (30,)), (8974, (1765,)))",[638],[638],True,[],[],
3i,102,"((2725, (170,)), (4502, (2543,)), (1565, (248,)))",[4976],[4976],True,[],[],
3i,103,"((2796, (514,)), (1035, (24,)), (7746, (7672,)))",[241],[241],True,[],[],
3i,104,"((2036, (14,)), (1659, (14,)), (2211, (14,)))","[1312, 5582, 8573, 10257, 12458, 13799, 16118]","[1312, 5582, 8573, 10257, 12458, 13799, 16118]",True,[],[],
3i,105,"((17386, (288,)), (10253, (178,)), (22871, (288,)))",[23364],[23364],True,[],[],
3i,106,"((3296, (183,)), (10100, (1174,)), (3990, (21,)))",[9451],[9451],True,[],[],
3i,107,"((1160, (162,)), (1952, (162,)), (16125, (162,)))",[42705],[42705],True,[],[],
3i,108,"((1659, (153,)), (2211, (153,)), (3544, (153,)))","[3787, 8080, 12993, 21138, 21396, 24627, 26813]","[3787, 8080, 12993, 21138, 21396, 24627, 26813]",True,[],[],
3i,109,"((3077, (151,)), (10514, (2346,)), (2223, (2614,)))",[11414],[11414],True,[],[],
3i,110,"((7750, (51,)), (3715, (51,)), (11842, (51,)))",[30849],[30849],True,[],[],
3i,111,"((10094, (178,)), (12524, (178,)), (9480, (178,)))",[44821],[44821],True,[],[],
3i,112,"((1334, (1487,)), (8606, (349,)), (1334, (427,)))",[7336],[7336],True,[],[],
3i,113,"((1696, (39,)), (72, (39,)), (7030, (39,)))",[37555],[37555],True,[],[],
3i,114,"((6535, (373,)), (8681, (306,)), (25646, (306,)))",[44157],[44157],True,[],[],
3i,115,"((273, (3851,)), (1391, (2331,)), (16279, (9486,)))",[4472],[4472],True,[],[],
3i,116,"((7595, (226,)), (9893, (3,)), (8366, (3,)))",[12714],[12714],True,[],[],
3i,117,"((5610, (122,)), (5610, (92,)), (9723, (99,)))",[18000],[18000],True,[],[],
3i,118,"((13077, (971,)), (9426, (971,)), (1193, (151,)))",[17428],[17428],True,[],[],
3i,119,"((15292, (99,)), (2257, (829,)), (2257, (175,)))",[26305],[26305],True,[],[],
3i,120,"((4211, (102,)), (1963, (102,)), (2619, (8,)))","[3995, 4212, 13383]","[3995, 4212, 13383]",True,[],[],
3i,121,"((4884, (766,)), (1922, (267,)), (5439, (137,)))",[3643],[3643],True,[],[],
3i,122,"((847, (117,)), (19949, (117,)), (12935, (144,)))",[14099],[14099],True,[],[],
3i,123,"((8623, (696,)), (770, (696,)), (3127, (51,)))",[27510],[27510],True,[],[],
3i,124,"((9848, (27,)), (12819, (51,)), (10599, (2875,)))",[8847],[8847],True,[],[],
3i,125,"((43495, (59,)), (366, (122,)), (1300, (190,)))",[7124],[7124],True,[],[],
3i,126,"((1592, (9286,)), (1592, (139,)), (1592, (59,)))",[24373],[24373],True,[],[],
3i,127,"((12631, (384,)), (6535, (228,)), (9434, (992,)))",[14639],[14639],True,[],[],
3i,128,"((1978, (2012,)), (4759, (3966,)), (9902, (2341,)))",[40147],[40147],True,[],[],
3i,129,"((10246, (190,)), (10789, (47,)), (956, (5370,)))",[23973],[23973],True,[],[],
3i,130,"((1632, (550,)), (13192, (189,)), (1632, (84,)))",[14020],[14020],True,[],[],
3i,131,"((1017, (4175,)), (4892, (5932,)), (4337, (179,)))",[25664],[25664],True,[],[],
3i,132,"((4282, (46,)), (2468, (46,)), (4439, (46,)))","[363, 10530]","[363, 10530]",True,[],[],
3i,133,"((8759, (201,)), (8936, (53,)), (4670, (4515,)))",[28475],[28475],True,[],[],
3i,134,"((4715, (69,)), (5157, (572,)), (1320, (1353,)))",[8634],[8634],True,[],[],
3i,135,"((4025, (428,)), (5480, (384,)), (4025, (368,)))",[3027],[3027],True,[],[],
3i,136,"((4335, (191,)), (14618, (191,)), (2965, (191,)))",[14619],[14619],True,[],[],
3i,137,"((429, (228,)), (3579, (341,)), (8744, (43,)))",[38189],[38189],True,[],[],
3i,138,"((6022, (4,)), (1141, (4,)), (6839, (116,)))",[24366],[24366],True,[],[],
3i,139,"((13861, (384,)), (4802, (228,)), (8217, (384,)))",[58172],[58172],True,[],[],
3i,140,"((14480, (766,)), (11156, (2470,)), (11156, (8825,)))",[16619],[16619],True,[],[],
3i,141,"((2238, (28,)), (303, (1026,)), (1259, (9134,)))",[2621],[2621],True,[],[],
3i,142,"((32072, (468,)), (2327, (58,)), (2126, (468,)))",[45486],[45486],True,[],[],
3i,143,"((2504, (58,)), (18018, (962,)), (3444, (58,)))",[19736],[19736],True,[],[],
3i,144,"((1247, (29,)), (11027, (293,)), (3751, (2754,)))",[2151],[2151],True,[],[],
3i,145,"((11037, (46,)), (8613, (46,)), (926, (46,)))",[927],[927],True,[],[],
3i,146,"((6373, (1302,)), (6373, (290,)), (8606, (2,)))",[45380],[45380],True,[],[],
3i,147,"((2091, (122,)), (12714, (130,)), (12714, (337,)))",[21650],[21650],True,[],[],
3i,148,"((13695, (3203,)), (5855, (1943,)), (11890, (1212,)))",[10095],[10095],True,[],[],
3i,149,"((43495, (59,)), (366, (59,)), (366, (122,)))",[7124],[7124],True,[],[],
3i,150,"((10618, (1030,)), (5339, (1030,)), (1675, (6,)))",[3170],[3170],True,[],[],
